#     Ix      Iy          X              Y               Z
 
      13       4       1.82513358E-02   8.51284211E-03   6.85693579E-04
      13       5       1.82513358E-02   1.06410526E-02   5.30250455E-04
      13       6       1.82513358E-02   1.27692632E-02   3.98818031E-04
      13       7       1.82513358E-02   1.48974737E-02   2.91348119E-04
      13       8       1.82513358E-02   1.70256842E-02   2.07801294E-04
      13       9       1.82513358E-02   1.91538948E-02   1.48146894E-04
      13      10       1.82513358E-02   2.12821053E-02   1.33689264E-04
 
      14     -10       1.96552847E-02  -2.12821053E-02   8.59211726E-05
      14      -9       1.96552847E-02  -1.91538948E-02   9.78620959E-05
      14      -8       1.96552847E-02  -1.70256842E-02   1.33689264E-04
      14      -7       1.96552847E-02  -1.48974737E-02   1.93415870E-04
      14      -6       1.96552847E-02  -1.27692632E-02   2.77063904E-04
      14      -5       1.96552847E-02  -1.06410526E-02   3.84664151E-04
      14      -4       1.96552847E-02  -8.51284211E-03   5.16256192E-04
      14      -3       1.96552847E-02  -6.38463158E-03   6.71888404E-04
      14      -2       1.96552847E-02  -4.25642106E-03   8.51617960E-04
      14      -1       1.96552847E-02  -2.12821053E-03   1.05551083E-03
      14       0       1.96552847E-02   0.00000000E+00   1.28364177E-03
      14       1       1.96552847E-02   2.12821053E-03   1.28364177E-03
      14       2       1.96552847E-02   4.25642106E-03   1.05551083E-03
      14       3       1.96552847E-02   6.38463158E-03   8.51617960E-04
      14       4       1.96552847E-02   8.51284211E-03   6.71888404E-04
      14       5       1.96552847E-02   1.06410526E-02   5.16256192E-04
      14       6       1.96552847E-02   1.27692632E-02   3.84664151E-04
      14       7       1.96552847E-02   1.48974737E-02   2.77063904E-04
      14       8       1.96552847E-02   1.70256842E-02   1.93415870E-04
      14       9       1.96552847E-02   1.91538948E-02   1.33689264E-04
      14      10       1.96552847E-02   2.12821053E-02   1.20347135E-04
 
      15     -10       2.10592336E-02  -2.12821053E-02   7.25212479E-05
      15      -9       2.10592336E-02  -1.91538948E-02   8.44766158E-05
      15      -8       2.10592336E-02  -1.70256842E-02   1.20347135E-04
      15      -7       2.10592336E-02  -1.48974737E-02   1.80146052E-04
      15      -6       2.10592336E-02  -1.27692632E-02   2.63895442E-04
      15      -5       2.10592336E-02  -1.06410526E-02   3.71626214E-04
      15      -4       2.10592336E-02  -8.51284211E-03   5.03378105E-04
      15      -3       2.10592336E-02  -6.38463158E-03   6.59199683E-04
      15      -2       2.10592336E-02  -4.25642106E-03   8.39148349E-04
      15      -1       2.10592336E-02  -2.12821053E-03   1.04329033E-03
      15       0       2.10592336E-02   0.00000000E+00   1.27170069E-03
      15       1       2.10592336E-02   2.12821053E-03   1.27170069E-03
      15       2       2.10592336E-02   4.25642106E-03   1.04329033E-03
      15       3       2.10592336E-02   6.38463158E-03   8.39148349E-04
      15       4       2.10592336E-02   8.51284211E-03   6.59199683E-04
      15       5       2.10592336E-02   1.06410526E-02   5.03378105E-04
      15       6       2.10592336E-02   1.27692632E-02   3.71626214E-04
      15       7       2.10592336E-02   1.48974737E-02   2.63895442E-04
      15       8       2.10592336E-02   1.70256842E-02   1.80146052E-04
      15       9       2.10592336E-02   1.91538948E-02   1.20347135E-04
      15      10       2.10592336E-02   2.12821053E-02   1.08124928E-04
 
      16     -10       2.24631825E-02  -2.12821053E-02   6.02411616E-05
      16      -9       2.24631825E-02  -1.91538948E-02   7.22109949E-05
      16      -8       2.24631825E-02  -1.70256842E-02   1.08124928E-04
      16      -7       2.24631825E-02  -1.48974737E-02   1.67996259E-04
      16      -6       2.24631825E-02  -1.27692632E-02   2.51847152E-04
      16      -5       2.24631825E-02  -1.06410526E-02   3.59708637E-04
      16      -4       2.24631825E-02  -8.51284211E-03   4.91620610E-04
      16      -3       2.24631825E-02  -6.38463158E-03   6.47631831E-04
      16      -2       2.24631825E-02  -4.25642106E-03   8.27799929E-04
      16      -1       2.24631825E-02  -2.12821053E-03   1.03219140E-03
      16       0       2.24631825E-02   0.00000000E+00   1.26088159E-03
      16       1       2.24631825E-02   2.12821053E-03   1.26088159E-03
      16       2       2.24631825E-02   4.25642106E-03   1.03219140E-03
      16       3       2.24631825E-02   6.38463158E-03   8.27799929E-04
      16       4       2.24631825E-02   8.51284211E-03   6.47631831E-04
      16       5       2.24631825E-02   1.06410526E-02   4.91620610E-04
      16       6       2.24631825E-02   1.27692632E-02   3.59708637E-04
      16       7       2.24631825E-02   1.48974737E-02   2.51847152E-04
      16       8       2.24631825E-02   1.70256842E-02   1.67996259E-04
      16       9       2.24631825E-02   1.91538948E-02   1.08124928E-04
      16      10       2.24631825E-02   2.12821053E-02   9.70270930E-05
 
      17     -10       2.38671314E-02  -2.12821053E-02   4.90853655E-05
      17      -9       2.38671314E-02  -1.91538948E-02   6.10696848E-05
      17      -8       2.38671314E-02  -1.70256842E-02   9.70270930E-05
      17      -7       2.38671314E-02  -1.48974737E-02   1.56970942E-04
      17      -6       2.38671314E-02  -1.27692632E-02   2.40923483E-04
      17      -5       2.38671314E-02  -1.06410526E-02   3.48915869E-04
      17      -4       2.38671314E-02  -8.51284211E-03   4.80988155E-04
      17      -3       2.38671314E-02  -6.38463158E-03   6.37189295E-04
      17      -2       2.38671314E-02  -4.25642106E-03   8.17577144E-04
      17      -1       2.38671314E-02  -2.12821053E-03   1.02221846E-03
      17       0       2.38671314E-02   0.00000000E+00   1.25118890E-03
      17       1       2.38671314E-02   2.12821053E-03   1.25118890E-03
      17       2       2.38671314E-02   4.25642106E-03   1.02221846E-03
      17       3       2.38671314E-02   6.38463158E-03   8.17577144E-04
      17       4       2.38671314E-02   8.51284211E-03   6.37189295E-04
      17       5       2.38671314E-02   1.06410526E-02   4.80988155E-04
      17       6       2.38671314E-02   1.27692632E-02   3.48915869E-04
      17       7       2.38671314E-02   1.48974737E-02   2.40923483E-04
      17       8       2.38671314E-02   1.70256842E-02   1.56970942E-04
      17       9       2.38671314E-02   1.91538948E-02   9.70270930E-05
      17      10       2.38671314E-02   2.12821053E-02   8.70581137E-05
 
      18     -10       2.52710803E-02  -2.12821053E-02   3.90583427E-05
      18      -9       2.52710803E-02  -1.91538948E-02   5.10571684E-05
      18      -8       2.52710803E-02  -1.70256842E-02   8.70581137E-05
      18      -7       2.52710803E-02  -1.48974737E-02   1.47074583E-04
      18      -6       2.52710803E-02  -1.27692632E-02   2.31128916E-04
      18      -5       2.52710803E-02  -1.06410526E-02   3.39252391E-04
      18      -4       2.52710803E-02  -8.51284211E-03   4.71485219E-04
      18      -3       2.52710803E-02  -6.38463158E-03   6.27876551E-04
      18      -2       2.52710803E-02  -4.25642106E-03   8.08484470E-04
      18      -1       2.52710803E-02  -2.12821053E-03   1.01337600E-03
      18       0       2.52710803E-02   0.00000000E+00   1.24262710E-03
      18       1       2.52710803E-02   2.12821053E-03   1.24262710E-03
      18       2       2.52710803E-02   4.25642106E-03   1.01337600E-03
      18       3       2.52710803E-02   6.38463158E-03   8.08484470E-04
      18       4       2.52710803E-02   8.51284211E-03   6.27876551E-04
      18       5       2.52710803E-02   1.06410526E-02   4.71485219E-04
      18       6       2.52710803E-02   1.27692632E-02   3.39252391E-04
      18       7       2.52710803E-02   1.48974737E-02   2.31128916E-04
      18       8       2.52710803E-02   1.70256842E-02   1.47074583E-04
      18       9       2.52710803E-02   1.91538948E-02   8.70581137E-05
      18      10       2.52710803E-02   2.12821053E-02   7.82225042E-05
 
      19     -10       2.66750292E-02  -2.12821053E-02   3.01646080E-05
      19      -9       2.66750292E-02  -1.91538948E-02   4.21779606E-05
      19      -8       2.66750292E-02  -1.70256842E-02   7.82225042E-05
      19      -7       2.66750292E-02  -1.48974737E-02   1.38311696E-04
      19      -6       2.66750292E-02  -1.27692632E-02   2.22467966E-04
      19      -5       2.66750292E-02  -1.06410526E-02   3.30722715E-04
      19      -4       2.66750292E-02  -8.51284211E-03   4.63116314E-04
      19      -3       2.66750292E-02  -6.38463158E-03   6.19698109E-04
      19      -2       2.66750292E-02  -4.25642106E-03   8.00526415E-04
      19      -1       2.66750292E-02  -2.12821053E-03   1.00566852E-03
      19       0       2.66750292E-02   0.00000000E+00   1.23520068E-03
      19       1       2.66750292E-02   2.12821053E-03   1.23520068E-03
      19       2       2.66750292E-02   4.25642106E-03   1.00566852E-03
      19       3       2.66750292E-02   6.38463158E-03   8.00526415E-04
      19       4       2.66750292E-02   8.51284211E-03   6.19698109E-04
      19       5       2.66750292E-02   1.06410526E-02   4.63116314E-04
      19       6       2.66750292E-02   1.27692632E-02   3.30722715E-04
      19       7       2.66750292E-02   1.48974737E-02   2.22467966E-04
      19       8       2.66750292E-02   1.70256842E-02   1.38311696E-04
      19       9       2.66750292E-02   1.91538948E-02   7.82225042E-05
      19      10       2.66750292E-02   2.12821053E-02   7.05248110E-05
 
      20     -10       2.80789781E-02  -2.12821053E-02   2.24087086E-05
      20      -9       2.80789781E-02  -1.91538948E-02   3.44366083E-05
      20      -8       2.80789781E-02  -1.70256842E-02   7.05248110E-05
      20      -7       2.80789781E-02  -1.48974737E-02   1.30686828E-04
      20      -6       2.80789781E-02  -1.27692632E-02   2.14945177E-04
      20      -5       2.80789781E-02  -1.06410526E-02   3.23331384E-04
      20      -4       2.80789781E-02  -8.51284211E-03   4.55885982E-04
      20      -3       2.80789781E-02  -6.38463158E-03   6.12658511E-04
      20      -2       2.80789781E-02  -4.25642106E-03   7.93707519E-04
      20      -1       2.80789781E-02  -2.12821053E-03   9.99100561E-04
      20       0       2.80789781E-02   0.00000000E+00   1.22891420E-03
      20       1       2.80789781E-02   2.12821053E-03   1.22891420E-03
      20       2       2.80789781E-02   4.25642106E-03   9.99100561E-04
      20       3       2.80789781E-02   6.38463158E-03   7.93707519E-04
      20       4       2.80789781E-02   8.51284211E-03   6.12658511E-04
      20       5       2.80789781E-02   1.06410526E-02   4.55885982E-04
      20       6       2.80789781E-02   1.27692632E-02   3.23331384E-04
      20       7       2.80789781E-02   1.48974737E-02   2.14945177E-04
      20       8       2.80789781E-02   1.70256842E-02   1.30686828E-04
      20       9       2.80789781E-02   1.91538948E-02   7.05248110E-05
      20      10       2.80789781E-02   2.12821053E-02   6.39696132E-05
 
      21     -10       2.94829271E-02  -2.12821053E-02   1.57952239E-05
      21      -9       2.94829271E-02  -1.91538948E-02   2.78376908E-05
      21      -8       2.94829271E-02  -1.70256842E-02   6.39696132E-05
      21      -7       2.94829271E-02  -1.48974737E-02   1.24204556E-04
      21      -6       2.94829271E-02  -1.27692632E-02   2.08565126E-04
      21      -5       2.94829271E-02  -1.06410526E-02   3.17082975E-04
      21      -4       2.94829271E-02  -8.51284211E-03   4.49798798E-04
      21      -3       2.94829271E-02  -6.38463158E-03   6.06762330E-04
      21      -2       2.94829271E-02  -4.25642106E-03   7.88032353E-04
      21      -1       2.94829271E-02  -2.12821053E-03   9.93676690E-04
      21       0       2.94829271E-02   0.00000000E+00   1.22377221E-03
      21       1       2.94829271E-02   2.12821053E-03   1.22377221E-03
      21       2       2.94829271E-02   4.25642106E-03   9.93676690E-04
      21       3       2.94829271E-02   6.38463158E-03   7.88032353E-04
      21       4       2.94829271E-02   8.51284211E-03   6.06762330E-04
      21       5       2.94829271E-02   1.06410526E-02   4.49798798E-04
      21       6       2.94829271E-02   1.27692632E-02   3.17082975E-04
      21       7       2.94829271E-02   1.48974737E-02   2.08565126E-04
      21       8       2.94829271E-02   1.70256842E-02   1.24204556E-04
      21       9       2.94829271E-02   1.91538948E-02   6.39696132E-05
      21      10       2.94829271E-02   2.12821053E-02   5.85615227E-05
 
      22     -10       3.08868760E-02  -2.12821053E-02   1.03287664E-05
      22      -9       3.08868760E-02  -1.91538948E-02   2.23858205E-05
      22      -8       3.08868760E-02  -1.70256842E-02   5.85615227E-05
      22      -7       3.08868760E-02  -1.48974737E-02   1.18869491E-04
      22      -6       3.08868760E-02  -1.27692632E-02   2.03332424E-04
      22      -5       3.08868760E-02  -1.06410526E-02   3.11982098E-04
      22      -4       3.08868760E-02  -8.51284211E-03   4.44859370E-04
      22      -3       3.08868760E-02  -6.38463158E-03   6.02014173E-04
      22      -2       3.08868760E-02  -4.25642106E-03   7.83505522E-04
      22      -1       3.08868760E-02  -2.12821053E-03   9.89401511E-04
      22       0       3.08868760E-02   0.00000000E+00   1.21977931E-03
      22       1       3.08868760E-02   2.12821053E-03   1.21977931E-03
      22       2       3.08868760E-02   4.25642106E-03   9.89401511E-04
      22       3       3.08868760E-02   6.38463158E-03   7.83505522E-04
      22       4       3.08868760E-02   8.51284211E-03   6.02014173E-04
      22       5       3.08868760E-02   1.06410526E-02   4.44859370E-04
      22       6       3.08868760E-02   1.27692632E-02   3.11982098E-04
      22       7       3.08868760E-02   1.48974737E-02   2.03332424E-04
      22       8       3.08868760E-02   1.70256842E-02   1.18869491E-04
      22       9       3.08868760E-02   1.91538948E-02   5.85615227E-05
      22      10       3.08868760E-02   2.12821053E-02   5.43051846E-05
 
      23     -10       3.22908249E-02  -2.12821053E-02   6.01398157E-06
      23      -9       3.22908249E-02  -1.91538948E-02   1.80856429E-05
      23      -8       3.22908249E-02  -1.70256842E-02   5.43051846E-05
      23      -7       3.22908249E-02  -1.48974737E-02   1.14686279E-04
      23      -6       3.22908249E-02  -1.27692632E-02   1.99251715E-04
      23      -5       3.22908249E-02  -1.06410526E-02   3.08033396E-04
      23      -4       3.22908249E-02  -8.51284211E-03   4.41072339E-04
      23      -3       3.22908249E-02  -6.38463158E-03   5.98418679E-04
      23      -2       3.22908249E-02  -4.25642106E-03   7.80131664E-04
      23      -1       3.22908249E-02  -2.12821053E-03   9.86279659E-04
      23       0       3.22908249E-02   0.00000000E+00   1.21694014E-03
      23       1       3.22908249E-02   2.12821053E-03   1.21694014E-03
      23       2       3.22908249E-02   4.25642106E-03   9.86279659E-04
      23       3       3.22908249E-02   6.38463158E-03   7.80131664E-04
      23       4       3.22908249E-02   8.51284211E-03   5.98418679E-04
      23       5       3.22908249E-02   1.06410526E-02   4.41072339E-04
      23       6       3.22908249E-02   1.27692632E-02   3.08033396E-04
      23       7       3.22908249E-02   1.48974737E-02   1.99251715E-04
      23       8       3.22908249E-02   1.70256842E-02   1.14686279E-04
      23       9       3.22908249E-02   1.91538948E-02   5.43051846E-05
      23      10       3.22908249E-02   2.12821053E-02   5.12052777E-05
 
      24     -10       3.36947738E-02  -2.12821053E-02   2.85554878E-06
      24      -9       3.36947738E-02  -1.91538948E-02   1.49418371E-05
      24      -8       3.36947738E-02  -1.70256842E-02   5.12052777E-05
      24      -7       3.36947738E-02  -1.48974737E-02   1.11659598E-04
      24      -6       3.36947738E-02  -1.27692632E-02   1.96327676E-04
      24      -5       3.36947738E-02  -1.06410526E-02   3.05241543E-04
      24      -4       3.36947738E-02  -8.51284211E-03   4.38442381E-04
      24      -3       3.36947738E-02  -6.38463158E-03   5.95980521E-04
      24      -2       3.36947738E-02  -4.25642106E-03   7.77915450E-04
      24      -1       3.36947738E-02  -2.12821053E-03   9.84315803E-04
      24       0       3.36947738E-02   0.00000000E+00   1.21525937E-03
      24       1       3.36947738E-02   2.12821053E-03   1.21525937E-03
      24       2       3.36947738E-02   4.25642106E-03   9.84315803E-04
      24       3       3.36947738E-02   6.38463158E-03   7.77915450E-04
      24       4       3.36947738E-02   8.51284211E-03   5.95980521E-04
      24       5       3.36947738E-02   1.06410526E-02   4.38442381E-04
      24       6       3.36947738E-02   1.27692632E-02   3.05241543E-04
      24       7       3.36947738E-02   1.48974737E-02   1.96327676E-04
      24       8       3.36947738E-02   1.70256842E-02   1.11659598E-04
      24       9       3.36947738E-02   1.91538948E-02   5.12052777E-05
      24      10       3.36947738E-02   2.12821053E-02   4.92665146E-05
 
      25     -10       3.50987227E-02  -2.12821053E-02   1.49418371E-05
      25      -9       3.50987227E-02  -1.91538948E-02   5.12052777E-05
      25      -8       3.50987227E-02  -1.70256842E-02   1.11659598E-04
      25      -7       3.50987227E-02  -1.48974737E-02   1.96327676E-04
      25      -6       3.50987227E-02  -1.27692632E-02   3.05241543E-04
      25      -5       3.50987227E-02  -1.06410526E-02   4.38442381E-04
      25      -4       3.50987227E-02  -8.51284211E-03   5.95980521E-04
      25      -3       3.50987227E-02  -6.38463158E-03   7.77915450E-04
      25      -2       3.50987227E-02  -4.25642106E-03   9.84315803E-04
      25      -1       3.50987227E-02  -2.12821053E-03   1.21525937E-03
      25       0       3.50987227E-02   0.00000000E+00   1.21525937E-03
      25       1       3.50987227E-02   2.12821053E-03   9.84315803E-04
      25       2       3.50987227E-02   4.25642106E-03   7.77915450E-04
      25       3       3.50987227E-02   6.38463158E-03   5.95980521E-04
      25       4       3.50987227E-02   8.51284211E-03   4.38442381E-04
      25       5       3.50987227E-02   1.06410526E-02   3.05241543E-04
      25       6       3.50987227E-02   1.27692632E-02   1.96327676E-04
      25       7       3.50987227E-02   1.48974737E-02   1.11659598E-04
      25       8       3.50987227E-02   1.70256842E-02   5.12052777E-05
      25       9       3.50987227E-02   1.91538948E-02   1.49418371E-05
      25      10       3.50987227E-02   2.12821053E-02   1.29591161E-05
